id_compra,n_instrumentos,n_fornecedores,valor_inicial
75123125000108-1-000042/2024,6,2,50837.0
75771212000171-1-000008/2025,3,3,2386.29
75771212000171-1-000069/2025,1,1,264.0
75771212000171-1-000071/2025,7,5,2504.55
75771212000171-1-000079/2025,3,3,17521.8
75771212000171-1-000086/2025,2,2,1605.5
75771212000171-1-000101/2025,3,2,246.0
75771477000170-1-000102/2025,1,1,58241.73
75771477000170-1-000521/2024,1,1,441480.0
75771477000170-1-000669/2024,1,1,33120.0
75967745000123-1-000004/2025,1,1,31471.26
76568930000108-1-000010/2024,2,1,27841.0
76568930000108-1-000020/2024,4,1,2683.6
76568930000108-1-000021/2024,1,1,7800.0
76568930000108-1-000024/2024,5,1,22330.0
76568930000108-1-000030/2024,8,6,47077.0
76568930000108-1-000047/2024,2,2,46096.0
76995455000156-1-000003/2025,1,1,1017.5
76995455000156-1-000019/2025,22,8,23831.5
76995455000156-1-000025/2025,6,1,2990.2
76995455000156-1-000030/2025,5,4,5069.0
76995455000156-1-000031/2025,1,1,348.94
78009149000129-1-000011/2025,1,1,28999.4
78074804000122-1-000004/2025,1,1,3912.0
78079639000100-1-000016/2025,3,3,14635.0
78079639000100-1-000017/2025,6,6,233796.55
78502598000104-1-000002/2025,1,1,55000.0
78956513000168-1-000221/2025,1,1,336000.0
78956513000168-1-000236/2025,1,1,56635.2
78956513000168-1-000239/2025,1,1,20016.0
79356713000142-1-000060/2025,1,1,15600.0
79369757000107-1-000010/2025,1,1,40000.0
79369757000107-1-000014/2025,1,1,30000.0
79373767000116-1-000001/2025,1,1,100000.0
79373767000116-1-000089/2025,1,1,41520.0
80617319000108-1-000006/2025,1,1,23530.0
80889108000116-1-000044/2025,1,1,12018.0
80889108000116-1-000046/2025,3,3,48619.0
80909245000175-1-000022/2025,1,1,1315.0
80991094000147-1-000004/2025,1,1,54000.0
80991094000147-1-000008/2025,1,1,55200.0
80991094000147-1-000013/2025,1,1,24287.0
81140303000101-1-000036/2025,1,1,401968.0
81162588000181-1-000018/2025,1,1,4666.5
81269169000143-1-000006/2025,1,1,14256.0
81269169000143-1-000008/2025,1,1,49956.0
81650525000174-1-000049/2025,1,1,40000.0
81650525000174-1-000067/2025,1,1,1000000.0
82548983000160-1-000024/2025,3,3,56026.0
82548983000160-1-000032/2025,1,1,9666.85
82568221000125-1-000011/2025,1,1,1348950.0
82568221000125-1-000016/2025,1,1,380000.0
82568221000125-1-000017/2025,1,1,150000.0
82568221000125-1-000018/2025,2,2,315525.0
82575812000120-1-000024/2024,6,1,164526.0
82662958000102-1-000022/2025,1,1,5500.0
82662958000102-1-000040/2025,1,1,3948.0
82662958000102-1-000045/2025,1,1,1754.55
82662958000102-1-000048/2025,1,1,853.75
82662958000102-1-000051/2025,2,1,1319.94
82662958000102-1-000052/2025,1,1,5120.4
82662958000102-1-000053/2024,1,1,870.0
82662958000102-1-000060/2025,20,8,18539.39
82662958000102-1-000063/2025,2,1,1120.5
82662958000102-1-000065/2025,5,4,18620.97
82662958000102-1-000076/2025,9,4,2514.94
82662958000102-1-000078/2025,1,1,1075.82
82662958000102-1-000079/2025,1,1,1075.82
82662958000102-1-000080/2025,1,1,1075.82
82662958000102-1-000081/2025,1,1,10771.2
82662958000102-1-000082/2025,1,1,1075.82
82662958000102-1-000085/2025,1,1,4821.35
82662958000102-1-000086/2025,1,1,1075.82
82662958000102-1-000098/2025,1,1,4340.48
82662958000102-1-000104/2025,1,1,494126.0
82662958000102-1-000109/2025,1,1,12140.0
82662958000102-1-000110/2025,2,2,7417.99
82662958000102-1-000113/2025,1,1,1730.0
82662958000102-1-000124/2025,1,1,1075.82
82662958000102-1-000127/2025,2,2,5134.0
82662958000102-1-000128/2025,2,1,4297.6
82662958000102-1-000130/2025,1,1,160.0
82662958000102-1-000131/2025,1,1,1080.44
82662958000102-1-000135/2025,1,1,1439.97
82662958000102-1-000145/2025,1,1,146.66
82662958000102-1-000149/2025,1,1,2445.0
82662958000102-1-000150/2025,1,1,740.0
82662958000102-1-000157/2025,1,1,6518.18
82662958000102-1-000166/2025,1,1,1295.0
82662958000102-1-000167/2025,1,1,1406.16
82662958000102-1-000172/2025,1,1,7087.8
82662958000102-1-000173/2025,13,6,7586.51
82662958000102-1-000225/2025,1,1,8300.0
82662958000102-1-000252/2025,1,1,35987.16
82782079000114-1-000079/2025,1,1,0.01
82821174000180-1-000431/2025,1,1,106840.0
82892316000108-1-000239/2025,3,1,2897988.0
82892324000146-1-000044/2025,7,7,40252.5
82892357000196-1-000068/2024,2,1,59190.0
82911249000113-1-000204/2024,1,1,2500.0
82915232000134-1-000002/2025,2,2,20740.5
82915232000134-1-000003/2025,1,1,15298.7
82915232000134-1-000005/2025,1,1,368.0
82915232000134-1-000010/2025,1,1,5275.0
82915232000134-1-000054/2025,2,2,50544.539000000004
82915232000134-1-000056/2025,3,3,14683.560000000001
82926569000147-1-000103/2025,1,1,4744.0
82928672000126-1-000044/2025,1,1,28426.22
82939232000174-1-000179/2025,3,1,20589.600000000002
82939380000199-1-000038/2025,2,1,57399.4
82939380000199-1-000294/2024,2,1,101468.5
82939398000190-1-000062/2025,3,1,45698.07
82939430000138-1-000075/2025,1,1,400907.06
82940776000156-1-000108/2025,3,3,6391.200000000001
82960758000136-1-000004/2025,12,7,276457.57
82960758000136-1-000072/2024,3,2,138090.0
82985003000196-1-000058/2025,7,7,292282.66
82985003000196-1-000062/2025,2,2,21957.98
83021808000182-1-000387/2024,1,1,8600.0
83021857000115-1-000046/2025,14,7,33643774.4
83021857000115-1-000075/2025,1,1,11040.0
83021857000115-1-000156/2025,1,1,38913.26
83024257000100-1-000190/2025,4,2,468955.1
83102228000110-1-000024/2025,1,1,52632.0
83102244000102-1-000099/2024,2,1,35776.2
83102244000102-1-000145/2024,1,1,588000.0
83102277000152-1-000091/2025,1,1,742800.0
83102285000107-1-000194/2024,2,2,46107.899999999994
83102376000134-1-000036/2025,1,1,10000.0
83102376000134-1-000039/2025,1,1,40000.0
83102392000127-1-000117/2025,1,1,20000.0
83102509000172-1-000033/2025,1,1,587900.0
83102509000172-1-000044/2025,1,1,718650.0
83102509000172-1-000100/2025,1,1,10000.0
83102731000175-1-000120/2025,1,1,4425.0
83102830000157-1-000111/2025,2,2,78005.0
83102830000157-1-000137/2025,2,1,5550.12
83156455000128-1-000012/2025,1,1,2959569.0
83156455000128-1-000089/2025,1,1,18000.0
83169623000110-1-000008/2025,5,4,7155.9
83169623000110-1-000010/2025,3,3,17235.8
83169623000110-1-000011/2025,1,1,1754.9
83169623000110-1-000015/2025,7,5,465191.9
83169623000110-1-000019/2025,1,1,12285.0
83169623000110-1-000027/2024,6,3,257308.33
83169623000110-1-000030/2025,1,1,6039.0
83169623000110-1-000036/2025,2,2,78970.0
83169623000110-1-000042/2024,1,1,24150.0
83169623000110-1-000043/2025,2,1,165270.0
83169623000110-1-000059/2024,1,1,155.6
83169623000110-1-000066/2025,1,1,49987.0
83169623000110-1-000074/2023,2,1,97400.0
83169623000110-1-000079/2025,2,2,81180.0
83169623000110-1-000080/2025,1,1,1777.0
83169623000110-1-000083/2025,8,7,70549.47
83169623000110-1-000084/2025,2,2,5800.0
83169623000110-1-000089/2023,1,1,12900.0
83169623000110-1-000095/2025,1,1,348000.0
83169623000110-1-000100/2024,1,1,515.1
83169623000110-1-000102/2023,5,3,111050.16
83169623000110-1-000103/2023,1,1,8553.6
83169623000110-1-000114/2025,2,1,70099.0
83169623000110-1-000123/2025,3,2,10035.0
83169623000110-1-000149/2025,1,1,2234.55
83169623000110-1-000152/2023,2,1,40020.0
83169623000110-1-000166/2025,2,2,37046.0
83169623000110-1-000173/2024,1,1,20300.0
83169623000110-1-000183/2024,3,2,110890.2
83169623000110-1-000187/2024,1,1,36250.0
83169623000110-1-000207/2024,4,1,540.0
83169623000110-1-000217/2023,14,11,555335.67
83169623000110-1-000227/2025,1,1,40663.2
83169623000110-1-000235/2025,3,3,2461.08
83169623000110-1-000239/2023,1,1,8400.0
83169623000110-1-000242/2025,1,1,4889.0
83169623000110-1-000263/2024,1,1,4958.08
83169623000110-1-000271/2024,1,1,2484.0
83169623000110-1-000273/2025,1,1,30500.0
83169623000110-1-000277/2023,1,1,10640.0
83169623000110-1-000280/2024,1,1,150.0
83169623000110-1-000297/2024,1,1,14995.0
83169623000110-1-000327/2024,1,1,1799.0
83169623000110-1-000331/2024,1,1,96640.83
83169623000110-1-000336/2024,1,1,338.9
83169623000110-1-000349/2024,5,2,47672.7
83169623000110-1-000357/2024,10,7,226004.11
83169623000110-1-000358/2023,1,1,10500.0
83169623000110-1-000363/2023,3,3,9368.630000000001
83169623000110-1-000367/2024,1,1,1370754.3
83169623000110-1-000370/2023,1,1,84300.0
83169623000110-1-000381/2024,2,2,28120.0
83169623000110-1-000383/2023,1,1,1180.0
83169623000110-1-000390/2024,1,1,106926.55
83169623000110-1-000397/2024,1,1,39768.68
83169623000110-1-000398/2024,3,3,7241.2
83169623000110-1-000403/2024,6,6,190857.1
83169623000110-1-000404/2023,1,1,3465.0
83169623000110-1-000404/2024,1,1,1600.0
83169623000110-1-000405/2024,4,2,3403.5
83169623000110-1-000412/2024,1,1,46760.0
83169623000110-1-000421/2023,1,1,2396.7
83169623000110-1-000426/2023,1,1,10848.0
83169623000110-1-000428/2023,1,1,6978.6
83169623000110-1-000433/2024,1,1,364282.2
83169623000110-1-000444/2024,1,1,590.0
83169623000110-1-000450/2024,1,1,17520.0
83754044000134-1-000002/2025,1,1,25198.6
83779462000186-1-000065/2025,1,1,3039999.0
83779462000186-1-000086/2025,1,1,57000.0
83779462000186-1-000095/2025,1,1,76698.99
83820076000190-1-000009/2025,1,1,2960.0
83820076000190-1-000024/2025,1,1,3236.4
84438381000185-1-000092/2025,1,1,133650.0
84438381000185-1-000166/2025,1,1,23240.0
84438381000185-1-000220/2025,1,1,3001951.0
84591890000143-1-000005/2025,1,1,18000.0
84591890000143-1-000086/2025,1,1,1244584.59
84591890000143-1-000118/2025,1,1,17250.0
86050978000183-1-000005/2025,1,1,27999.72
86754348000190-1-000011/2025,1,1,1140.0
86813953000194-1-000008/2025,1,1,6702.0
86813953000194-1-000009/2025,2,2,11112.6
86813953000194-1-000032/2025,1,1,1648.8
86813953000194-1-000033/2025,1,1,22519.0
87482535000124-1-000421/2024,2,2,3370.0
87615449000142-1-000225/2025,1,1,9020.0
88120662000146-1-000391/2025,1,1,1087.84
88368386000130-1-000027/2024,1,1,928326.07
88368386000130-1-000033/2024,1,1,847080.0
88368386000130-1-000035/2024,1,1,310800.0
88368386000130-1-000036/2024,1,1,218000.0
88368386000130-1-000037/2024,1,1,65300.0
88368386000130-1-000038/2024,1,1,135000.0
88368386000130-1-000039/2024,1,1,277700.0
88368386000130-1-000058/2024,1,1,300000.0
88368386000130-1-000082/2024,1,1,360000.0
88368386000130-1-000177/2024,1,1,450000.0
88368386000130-1-000179/2024,1,1,180000.0
88368386000130-1-000180/2024,1,1,500000.0
88368386000130-1-000181/2024,1,1,30000.0
88368386000130-1-000182/2024,1,1,140000.0
88368386000130-1-000184/2024,1,1,330000.0
88368386000130-1-000185/2024,1,1,200000.0
88368386000130-1-000186/2024,1,1,2000000.0
88368386000130-1-000187/2024,1,1,530000.0
88368386000130-1-000188/2024,1,1,120000.0
88368386000130-1-000189/2024,1,1,100000.0
88488366000100-1-000135/2025,1,1,8343.6
88659313000105-1-000013/2025,1,1,89250.0
88659313000105-1-000014/2025,1,1,6403.93
88659313000105-1-000017/2025,1,1,5557680.0
88659313000105-1-000035/2025,1,1,4795.6
88659313000105-1-000036/2025,1,1,5292.0
88659313000105-1-000054/2025,1,1,4500.0
88659313000105-1-000066/2025,1,1,5180.0
88659313000105-1-000067/2025,3,3,4709.76
88659313000105-1-000068/2025,1,1,11250.0
88659313000105-1-000088/2025,1,1,12450.0
88659313000105-1-000150/2025,1,1,2335.0
88659313000105-1-000187/2025,6,4,35110.46
88659313000105-1-000188/2025,1,1,280000.0
88659313000105-1-000189/2025,1,1,398400.0
88659313000105-1-000196/2025,1,1,2673000.0
88659313000105-1-000225/2025,3,2,20975.75
88659313000105-1-000226/2025,2,2,94604.72
88659313000105-1-000238/2025,3,2,22025.99
88861430000149-1-000648/2025,1,1,799.9
88892393000136-1-000003/2025,2,1,2120.0
88892393000136-1-000035/2025,2,1,978.0
89421259000110-1-000002/2025,1,1,312334.8
89421259000110-1-000008/2025,5,5,32291.2
89421259000110-1-000014/2025,1,1,3000.0
89421259000110-1-000015/2025,1,1,4900.0
89421259000110-1-000016/2025,1,1,10000.0
89421259000110-1-000017/2025,1,1,20000.0
89421259000110-1-000018/2025,1,1,13500.0
89421259000110-1-000033/2025,1,1,61325.0
89421259000110-1-000067/2025,1,1,342780.0
89421259000110-1-000069/2025,4,4,83945.522
89985378000103-1-000026/2025,1,1,600.0
90896275000148-1-000068/2025,1,1,3455.38
91103093000135-1-000008/2025,2,1,3193.41
91103093000135-1-000009/2025,2,1,1909.03
91103093000135-1-000021/2025,4,1,17787.5
92032226000192-1-000007/2025,1,1,23990.0
92032226000192-1-000032/2025,2,2,6783.88
92032226000192-1-000046/2025,2,2,8513.0
92963560000160-1-000279/2024,1,1,63927.17
92963560000160-1-000315/2024,1,1,202989.48
93856862000100-1-000048/2025,1,1,460000.0
93856862000100-1-000057/2025,1,1,626500.0
94707684000100-1-000051/2023,2,2,180000.0
94728698000100-1-000002/2025,1,1,30000.0
95289500000100-1-000104/2025,2,2,29601.0
95289500000100-1-000105/2025,1,1,31140.0
95289500000100-1-000108/2025,2,2,14388.91
95289500000100-1-000111/2025,1,1,14120.0
95289500000100-1-000114/2025,1,1,3293.8
95289500000100-1-000115/2025,1,1,37440.0
95289500000100-1-000171/2024,1,1,5216.4
95289500000100-1-000176/2024,1,1,12480.0
95289500000100-1-000185/2024,1,1,19587.6
95289500000100-1-000200/2024,1,1,22135.26
95289500000100-1-000205/2024,4,4,23992.27
95951950000108-1-000005/2025,1,1,156500.0
95951950000108-1-000010/2024,1,1,9850.0
95994059000159-1-000012/2025,1,1,52260.0
96484134000102-1-000011/2025,1,1,2050.0
96484134000102-1-000022/2025,1,1,8500.0
96484134000102-1-000048/2025,1,1,3920.69
96490479000160-1-000021/2025,1,1,0.01
96490479000160-1-000022/2025,1,1,0.01
96490479000160-1-000023/2025,1,1,0.01
96490479000160-1-000024/2025,1,1,0.01
96490479000160-1-000025/2025,1,1,0.01
